Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Age,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition
LUCY,DOG,BORDER COLLIE,BLACK/WHITE,Female,SMALL,9/12/2017,K18-027515,DS91,A369347,0.50,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027526,YARD,A369362,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027527,YARD,A369363,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,SHEEP,WHITE,Female,LARGE,,K18-027518,YARD,A369354,118.28,3/12/2018,3/13/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,DOG,DACHSHUND,BLACK/BROWN,Female,TOY,,K18-027537,DS81,A369377,118.28,3/13/2018,3/20/2018,7,STRAY,EUTHANIZE,UNKNOWN
,OTHER,RABBIT SH,TAN,Unknown,SMALL,,K18-027533,CS06,A369369,118.28,3/13/2018,3/22/2018,9,STRAY,TRANSFER,UNKNOWN
*ROSIE,DOG,PIT BULL,BLUE/WHITE,Spayed,LARGE,3/7/2017,K18-027531,DA04,A367983,1.02,3/13/2018,5/8/2018,56,ADOPTION RETURN,ADOPTION,HEALTHY
*RILEY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,3/22/2017,K18-027532,WESTFARM,A369368,0.98,3/13/2018,3/26/2018,13,STRAY,ADOPTION,HEALTHY
,OTHER,RABBIT SH,BROWN,Unknown,SMALL,,K18-027535,CS06,A369371,118.28,3/13/2018,3/22/2018,9,STRAY,TRANSFER,UNKNOWN
,OTHER,RABBIT SH,BROWN,Unknown,SMALL,,K18-027534,CS06,A369370,118.28,3/13/2018,3/22/2018,9,STRAY,TRANSFER,UNKNOWN
SPADE,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Male,LARGE,3/14/2017,K18-027541,DS88,A369386,1.00,3/14/2018,3/16/2018,2,STRAY,RETURN TO OWNER,HEALTHY
*SMUDGE,CAT,PERSIAN,TORTIE,Spayed,LARGE,3/14/2011,K18-027539,CA02,A369383,7.01,3/14/2018,4/6/2018,23,STRAY,ADOPTION,HEALTHY
*LUCY,CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,SMALL,2/15/2016,K18-027547,CA02,A367896,2.08,3/14/2018,3/20/2018,6,ADOPTION RETURN,ADOPTION,HEALTHY
TEDDY,DOG,ANATOL SHEPHERD,WHITE/BLACK,Male,LARGE,3/14/2016,K18-027545,TRUCK,A369389,2.00,3/14/2018,3/14/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
*ADAM DRIVER,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,3/7/2018,K18-027552,TX,A369395,0.02,3/14/2018,5/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB
*IVY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,3/14/2016,K18-027554,CS05,A369397,2.00,3/14/2018,5/15/2018,62,STRAY,ADOPTION,TREATABLE/REHAB
*LITTLE MICKIE,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,3/7/2018,K18-027551,LOBBY,A369394,0.02,3/14/2018,5/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB
NOVA,DOG,SIBERIAN HUSKY,WHITE/BLACK,Spayed,MED,7/21/2014,K18-027549,DS66,A331659,3.65,3/14/2018,3/15/2018,1,STRAY,RETURN TO OWNER,HEALTHY
*MAZ,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,3/7/2018,K18-027553,LOBBY,A369396,0.02,3/14/2018,5/22/2018,69,STRAY,ADOPTION,TREATABLE/REHAB
KING,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Male,LARGE,3/14/2017,K18-027540,DS61,A369385,1.00,3/14/2018,3/16/2018,2,STRAY,RETURN TO OWNER,HEALTHY
*CORALINE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,3/7/2018,K18-027550,LOBBY,A369393,0.02,3/14/2018,5/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB
TIGER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,9/7/2010,K18-027548,CA02,A267941,7.52,3/14/2018,3/31/2018,17,OWNER SURRENDER,ADOPTION,HEALTHY
*REY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,3/7/2018,K18-027555,TX,A369398,0.02,3/14/2018,5/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB
*LAYLA,DOG,AUST CATTLE DOG/MIX,RED/TAN,Spayed,MED,3/29/2017,K18-027558,DA04,A369405,0.96,3/15/2018,4/3/2018,19,STRAY,ADOPTION,UNKNOWN
ROSEY,DOG,BOXER/MIX,BROWN/WHITE,Neutered,LARGE,6/4/2009,K18-027562,DS67,A306453,8.78,3/15/2018,4/27/2018,43,OWNER SURRENDER,TRANSFER,HEALTHY
BOBI,CAT,SIAMESE/MIX,FLAME PT,Neutered,LARGE,3/15/2011,K18-027561,CA02,A369410,7.01,3/15/2018,3/24/2018,9,OWNER SURRENDER,ADOPTION,HEALTHY
*FUSCHIA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,4/21/2017,K18-027563,CA02,A368891,0.90,3/15/2018,3/16/2018,1,ADOPTION RETURN,ADOPTION,HEALTHY
OPIE,DOG,ALASKAN HUSKY,BLACK/WHITE,Male,MED,3/15/2017,K18-027560,DS68,A371279,1.00,3/15/2018,3/17/2018,2,STRAY,RETURN TO OWNER,HEALTHY
*CHIP,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,3/30/2010,K18-027557,DA21,A369404,7.96,3/15/2018,4/20/2018,36,STRAY,TRANSFER,HEALTHY
*TILTON,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,2/6/2017,K18-027559,CA02,A366652,1.10,3/15/2018,3/17/2018,2,OWNER SURRENDER,ADOPTION,HEALTHY
,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,3/16/2015,K18-027572,VET,A369424,3.00,3/16/2018,4/10/2018,25,STRAY,RETURN TO OWNER,UNKNOWN
COOKIE,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,5/11/2016,K18-027569,DA03,A344546,1.85,3/16/2018,3/27/2018,11,STRAY,ADOPTION,HEALTHY
DASH,DOG,POINTER/MIX,WHITE/BLACK,Neutered,MED,9/26/2016,K18-027571,DA38,A369422,1.47,3/16/2018,4/6/2018,21,STRAY,ADOPTION,HEALTHY
PINKY,DOG,LABRADOR RETR/CHINESE SHARPEI,YELLOW,Spayed,LARGE,12/29/2007,K18-027567,DS93,A271015,10.22,3/16/2018,3/22/2018,6,OWNER SURRENDER,RETURN TO OWNER,HEALTHY
RAINA,DOG,PARSON RUSS TER/MIX,BLACK/WHITE,Spayed,TOY,5/1/2017,K18-027566,DA47,A366641,0.87,3/16/2018,3/23/2018,7,ADOPTION RETURN,ADOPTION,HEALTHY
GEORGE,DOG,CHIHUAHUA SH,TAN/WHITE,Neutered,TOY,5/11/2016,K18-027570,DA03,A344547,1.85,3/16/2018,3/29/2018,13,STRAY,ADOPTION,HEALTHY
SPARKY,DOG,FOX TERR SMOOTH,BROWN/WHITE,Neutered,SMALL,11/29/2007,K18-027568,DS94,A271016,10.30,3/16/2018,3/22/2018,6,OWNER SURRENDER,RETURN TO OWNER,HEALTHY
SMOO,OTHER,RABBIT SH,WHITE/BROWN,Male,SMALL,,K18-027565,CS06,A369414,118.29,3/16/2018,3/17/2018,1,CONFISCATE,RETURN TO OWNER,HEALTHY
FRITZ,DOG,AUST SHEPHERD/MIX,WHITE/BLACK,Neutered,LARGE,3/17/2009,K18-027579,DA23,A369442,9.01,3/17/2018,3/20/2018,3,STRAY,RETURN TO OWNER,UNKNOWN
AURORA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Female,LARGE,3/17/2015,K18-027578,DS84,A369439,3.00,3/17/2018,3/17/2018,0,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,HORSE,WHITE,Neutered,X-LRG,,K18-027574,CHANGE,A369431,118.29,3/17/2018,3/17/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,HORSE,BROWN,Neutered,X-LRG,,K18-027573,CHANGE,A369430,118.29,3/17/2018,3/17/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
TILLY,DOG,MASTIFF/MIX,BR BRINDLE,Spayed,LARGE,3/14/2016,K18-027581,DA03,A369244,2.01,3/17/2018,4/21/2018,35,ADOPTION RETURN,ADOPTION,HEALTHY
*MONROE,OTHER,HOTOT,WHITE/BLACK,Spayed,SMALL,3/29/2017,K18-027577,CS06,A369438,0.97,3/17/2018,3/31/2018,14,STRAY,TRANSFER,HEALTHY
EDGAR,DOG,WELSH CORGI CAR/MIX,TRICOLOR,Neutered,SMALL,5/25/2015,K18-027576,DS64,A369436,2.81,3/17/2018,3/21/2018,4,STRAY,RETURN TO OWNER,HEALTHY
DMO,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,2/4/2016,K18-027587,DQ117,A338381,2.12,3/18/2018,5/3/2018,46,STRAY,EUTHANIZE,UNTREATABLE
,DOG,PIT BULL,BLUE,Female,MED,,K18-027585,TRUCK,A369458,118.29,3/18/2018,3/18/2018,0,STRAY,RETURN TO OWNER,HEALTHY
,DOG,BORDER COLLIE/MIX,BROWN,Female,MED,,K18-027584,VET,A369456,118.29,3/18/2018,3/19/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
MAX,DOG,CHINESE SHARPEI/MIX,BROWN,Male,MED,,K18-027588,DQ115,A344937,118.29,3/18/2018,3/30/2018,12,QUARANTINE,EUTHANIZE,UNTREATABLE
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027602,CS04,A369475,0.00,3/19/2018,3/19/2018,0,STRAY,DIED,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027601,CS04,A369474,0.00,3/19/2018,3/19/2018,0,STRAY,DIED,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027597,CS04,A369470,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027600,CS04,A369473,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027592,CS04,A369465,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027593,CS04,A369466,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027598,CS04,A369471,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027596,CS04,A369469,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027594,CS04,A369467,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027595,CS04,A369468,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027599,CS04,A369472,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,3/18/2018,K18-027591,CS04,A369464,0.00,3/19/2018,3/20/2018,1,STRAY,TRANSFER,UNKNOWN
HAZLE,DOG,SIBERIAN HUSKY,TAN/WHITE,Male,MED,,K18-027604,DS66,A341732,118.30,3/20/2018,3/21/2018,1,STRAY,RETURN TO OWNER,UNKNOWN
,DOG,CHIHUAHUA SH,WHITE/TAN,Female,SMALL,,K18-027608,DS92,A370130,118.30,3/20/2018,4/6/2018,17,STRAY,TRANSFER,HEALTHY
BANDITO,DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,3/20/2002,K18-027607,CI02,A287941,16.01,3/20/2018,3/20/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,LEGHORN,WHITE,Male,SMALL,,K18-027613,LS01,A370136,118.30,3/20/2018,4/4/2018,15,STRAY,TRANSFER,HEALTHY
*FOXY,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Spayed,SMALL,7/20/2017,K18-027612,DA48,A370134,0.67,3/20/2018,4/6/2018,17,STRAY,TRANSFER,HEALTHY
SAMSON,DOG,GERM SH POINT/MIX,LIVER/WHITE,Neutered,LARGE,6/5/2009,K18-027614,DS65,A280441,8.79,3/20/2018,3/29/2018,9,CONFISCATE,RETURN TO OWNER,HEALTHY
KODA,DOG,GERM SHEPHERD/MIX,BLACK,Neutered,MED,3/20/2017,K18-027611,DA37,A370133,1.00,3/20/2018,4/10/2018,21,STRAY,ADOPTION,HEALTHY
COOPER,DOG,LABRADOR RETR/MIX,CHOCOLATE,Neutered,PUPPY,12/21/2017,K18-027621,DA29,A370156,0.25,3/21/2018,4/3/2018,13,STRAY,ADOPTION,HEALTHY
LOBO,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,12/5/2015,K18-027615,TRUCK,A344672,2.29,3/21/2018,3/21/2018,0,STRAY,RETURN TO OWNER,HEALTHY
,DOG,QUEENSLAND HEEL,BLUE TICK,Female,MED,3/27/2016,K18-027616,DS60,A370142,1.98,3/21/2018,4/1/2018,11,STRAY,TRANSFER,HEALTHY
ARROW,DOG,PIT BULL,BR BRINDLE,Spayed,MED,4/3/2010,K18-027617,TRUCK,A348280,7.97,3/21/2018,3/21/2018,0,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
LOLA,DOG,BOXER,TAN,Spayed,MED,1/16/2012,K18-027618,DA02,A313179,6.18,3/21/2018,4/6/2018,16,OWNER SURRENDER,ADOPTION,HEALTHY
,OTHER,HORSE,RED,Female,X-LRG,,K18-027636,CHANGE,A370183,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,UNKNOWN
,DOG,CHIHUAHUA SH/MIX,TAN,Male,SMALL,,K18-027628,DS64,A370168,118.30,3/22/2018,3/30/2018,8,STRAY,EUTHANIZE,UNTREATABLE
CHLOE,DOG,PARSON RUSS TER/MIX,BROWN/WHITE,Female,MED,,K18-027626,DS57,A370165,118.30,3/22/2018,3/31/2018,9,STRAY,RETURN TO OWNER,UNKNOWN
,OTHER,HORSE,BROWN/WHITE,Female,X-LRG,,K18-027637,CHANGE,A370185,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
MARISCA,DOG,CATAHOULA/MIX,BLUE MERLE/TAN,Female,MED,3/27/2013,K18-027633,DS58,A370178,4.99,3/22/2018,3/27/2018,5,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,HORSE,BROWN,Female,X-LRG,,K18-027635,CHANGE,A370182,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
,OTHER,HORSE,BROWN/WHITE,Male,X-LRG,,K18-027645,CHANGE,A370192,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
MOTO,DOG,LABRADOR RETR/MIX,TAN,Spayed,SMALL,11/23/2007,K18-027631,DS90,A211373,10.33,3/22/2018,5/11/2018,50,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
,DOG,SIBERIAN HUSKY,BROWN/WHITE,Male,MED,,K18-027624,TX,A370162,118.30,3/22/2018,3/23/2018,1,STRAY,TRANSFER,UNKNOWN
,OTHER,HORSE,BROWN/WHITE,Male,X-LRG,,K18-027644,CHANGE,A370191,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
SASHA,DOG,PARSON RUSS TER/MIX,BLACK/WHITE,Female,MED,,K18-027627,DA21,A370164,118.30,3/22/2018,3/31/2018,9,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,HORSE,RED,Female,X-LRG,,K18-027643,CHANGE,A370190,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
,OTHER,HORSE,RED,Female,X-LRG,,K18-027638,CHANGE,A370184,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
,OTHER,HORSE,BROWN/WHITE,Female,X-LRG,,K18-027639,CHANGE,A370186,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
WHISKEY,DOG,PIT BULL,WHITE/BROWN,Neutered,LARGE,12/27/2009,K18-027629,DS61,A260775,8.24,3/22/2018,3/23/2018,1,STRAY,RETURN TO OWNER,HEALTHY
SQUEAKIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,3/22/2013,K18-027630,CA02,A370172,5.00,3/22/2018,4/27/2018,36,STRAY,TRANSFER,HEALTHY
,OTHER,HORSE,TAN/WHITE,Female,X-LRG,,K18-027641,CHANGE,A370188,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
*CLAUDE,OTHER,GOAT,GRAY/WHITE,Male,MED,4/9/2011,K18-027634,LS02,A370180,6.96,3/22/2018,5/1/2018,40,CONFISCATE,ADOPTION,TREATABLE/REHAB
*WILEY,DOG,GERM SHEPHERD/SIBERIAN HUSKY,BROWN/TAN,Neutered,PUPPY,12/5/2017,K18-027632,DA03,A369135,0.29,3/22/2018,3/23/2018,1,ADOPTION RETURN,ADOPTION,UNKNOWN
,OTHER,HORSE,TAN/WHITE,Female,X-LRG,,K18-027642,CHANGE,A370189,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,UNKNOWN
,OTHER,HORSE,TAN,Female,X-LRG,,K18-027640,CHANGE,A370187,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
,OTHER,HORSE,TAN/WHITE,Female,X-LRG,,K18-027745,CHANGE,A370629,118.30,3/22/2018,4/12/2018,21,CONFISCATE,TRANSFER,TREATABLE/REHAB
*SPRITE,DOG,BORDER COLLIE/PARSON RUSS TER,BLACK/WHITE,Neutered,PUPPY,12/29/2017,K18-027625,DA47,A370163,0.23,3/22/2018,4/3/2018,12,STRAY,ADOPTION,HEALTHY
SATIVA,DOG,GERM SHEPHERD/MIX,BROWN/GRAY,Female,MED,3/23/2000,K18-027648,DQ116,A361134,18.01,3/23/2018,4/6/2018,14,QUARANTINE,EUTHANIZE,HEALTHY
KAYLA,DOG,YORKSHIRE TERR/MIX,BUFF,Female,SMALL,9/23/2016,K18-027650,DS93,A370202,1.50,3/23/2018,3/24/2018,1,STRAY,RETURN TO OWNER,HEALTHY
*SONNY,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Neutered,SMALL,3/23/2017,K18-027646,DA47,A370193,1.00,3/23/2018,4/6/2018,14,STRAY,TRANSFER,HEALTHY
*CHER,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Spayed,SMALL,3/23/2015,K18-027647,DA45,A370194,3.00,3/23/2018,4/6/2018,14,STRAY,TRANSFER,HEALTHY
SHELBY,DOG,PIT BULL,BLUE/WHITE,Spayed,MED,10/1/2012,K18-027651,DS74,A308635,5.48,3/24/2018,3/24/2018,0,CONFISCATE,RETURN TO OWNER,UNKNOWN
ROWDY,DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,3/24/2014,K18-027652,DS68,A370204,4.00,3/24/2018,3/24/2018,0,CONFISCATE,RETURN TO OWNER,UNKNOWN
OLLIE,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,3/24/2015,K18-027653,CS04,A370210,3.00,3/24/2018,6/5/2018,73,STRAY,TRANSFER,UNKNOWN
RUFUS,DOG,PUG/MIX,GRAY/WHITE,Neutered,SMALL,,K18-027656,TRUCK,A370219,118.31,3/25/2018,3/25/2018,0,STRAY,RETURN TO OWNER,HEALTHY
NALA,DOG,PIT BULL,BR BRINDLE/WHITE,Female,MED,,K18-027655,TRUCK,A370218,118.31,3/25/2018,3/27/2018,2,STRAY,RETURN TO OWNER,HEALTHY
ITZY BITSY,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Spayed,TOY,6/5/2009,K18-027657,DS49,A292778,8.81,3/25/2018,3/27/2018,2,CONFISCATE,RETURN TO OWNER,UNKNOWN
,CAT,DOMESTIC SH,RED,Unknown,KITTN,,K18-027668,RECEIVING,A370466,118.32,3/27/2018,3/27/2018,0,STRAY,TRANSFER,UNKNOWN
*FRODO,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,MED,12/21/2015,K18-027673,DA08,A370476,2.27,3/27/2018,7/25/2018,120,STRAY,ADOPTION,HEALTHY
,OTHER,GOOSE,GRAY,Female,SMALL,,K18-027670,LS02,A370469,118.32,3/27/2018,4/10/2018,14,STRAY,ADOPTION,HEALTHY
TOBY,DOG,CHIHUAHUA SH,BLACK/GRAY,Male,SMALL,,K18-027671,DS93,A370472,118.32,3/27/2018,3/28/2018,1,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,,K18-027666,RECEIVING,A370464,118.32,3/27/2018,3/27/2018,0,STRAY,TRANSFER,UNKNOWN
,CAT,DOMESTIC SH,RED,Unknown,KITTN,,K18-027669,RECEIVING,A370467,118.32,3/27/2018,3/27/2018,0,STRAY,TRANSFER,UNKNOWN
,OTHER,AMERICAN,TAN,Unknown,SMALL,,K18-027664,CS06,A370462,118.32,3/27/2018,4/11/2018,15,STRAY,TRANSFER,UNKNOWN
MILO,DOG,CHIHUAHUA LH/MALTESE,BLACK/WHITE,Male,SMALL,3/27/2016,K18-027662,DS52,A370444,2.00,3/27/2018,3/27/2018,0,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,,K18-027667,RECEIVING,A370465,118.32,3/27/2018,3/27/2018,0,STRAY,TRANSFER,UNKNOWN
,CAT,DOMESTIC SH,GRAY,Female,SMALL,,K18-027665,RECEIVING,A370463,118.32,3/27/2018,3/27/2018,0,STRAY,TRANSFER,HEALTHY
MAMA,CAT,DOMESTIC SH,CALICO,Female,SMALL,3/28/2010,K18-027681,CS05,A370494,8.01,3/28/2018,4/13/2018,16,OWNER SURRENDER,EUTHANIZE,UNKNOWN
PATRA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,3/28/2008,K18-027680,CA02,A370493,10.01,3/28/2018,5/16/2018,49,OWNER SURRENDER,ADOPTION,HEALTHY
CHEWY,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,SMALL,4/19/2008,K18-027676,DA01,A370484,9.95,3/28/2018,5/26/2018,59,STRAY,ADOPTION,TREATABLE/MANAGEABLE
*JENNY,OTHER,RABBIT SH,BROWN,Spayed,SMALL,4/18/2016,K18-027678,CA01,A370487,1.94,3/28/2018,5/15/2018,48,STRAY,ADOPTION,HEALTHY
ASH,DOG,PUG/BEAGLE,TAN,Neutered,SMALL,4/3/2017,K18-027675,DS59,A370483,0.98,3/28/2018,4/3/2018,6,STRAY,RETURN TO OWNER,UNKNOWN
BINKS,DOG,CAIRN TERRIER/MIX,BLACK/BROWN,Neutered,SMALL,,K18-027682,DS49,A370495,118.32,3/28/2018,3/28/2018,0,STRAY,RETURN TO OWNER,HEALTHY
SMOKEY,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,3/28/2016,K18-027679,CA02,A370488,2.00,3/28/2018,4/20/2018,23,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,,K18-027690,CS06,A314291,118.32,3/29/2018,3/29/2018,0,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
JACK,DOG,AUST CATTLE DOG/MIX,TRICOLOR,Neutered,MED,12/7/2016,K18-027688,DQ109,A367446,1.31,3/29/2018,4/12/2018,14,QUARANTINE,EUTHANIZE,UNTREATABLE
TINKERBELL,DOG,CHIHUAHUA LH,WHITE/BROWN,Spayed,TOY,5/21/2009,K18-027692,DS52,A322254,8.86,3/29/2018,4/6/2018,8,OWNER SURRENDER,EUTHANIZE,UNKNOWN
HAZEL,DOG,CHIHUAHUA SH,TAN,Female,SMALL,,K18-027687,DS51,A353465,118.32,3/29/2018,3/29/2018,0,STRAY,RETURN TO OWNER,HEALTHY
KONA,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,3/24/2006,K18-027693,DS69,A246287,12.02,3/29/2018,4/3/2018,5,CONFISCATE,RETURN TO OWNER,UNKNOWN
*JASON,OTHER,RABBIT SH,RED/BLACK,Neutered,SMALL,4/24/2016,K18-027689,CA01,A370506,1.93,3/29/2018,5/9/2018,41,STRAY,ADOPTION,HEALTHY
CALI,DOG,LABRADOR RETR/MIX,BLACK/TAN,Spayed,MED,11/1/2016,K18-027694,DA11,A370511,1.41,3/30/2018,5/4/2018,35,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Female,KITTN,3/23/2018,K18-027697,CS06,A370518,0.02,3/30/2018,4/3/2018,4,STRAY,TRANSFER,HEALTHY
BOGIE,DOG,PARSON RUSS TER/MIX,WHITE/BLACK,Male,SMALL,4/3/2017,K18-027702,DS65,A370530,0.99,3/30/2018,4/3/2018,4,STRAY,RETURN TO OWNER,HEALTHY
*JELLY,DOG,RHOD RIDGEBACK/MIX,BR BRINDLE/WHITE,Spayed,MED,8/11/2017,K18-027704,DA37,A370531,0.63,3/30/2018,4/14/2018,15,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,3/23/2018,K18-027698,CS06,A370519,0.02,3/30/2018,4/3/2018,4,STRAY,TRANSFER,HEALTHY
SHAKA,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Male,LARGE,3/19/2016,K18-027701,DS68,A339555,2.03,3/30/2018,4/13/2018,14,CONFISCATE,RETURN TO OWNER,HEALTHY
*RUTABAGA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,3/30/2017,K18-027699,CA02,A370520,1.00,3/30/2018,4/27/2018,28,STRAY,TRANSFER,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,,K18-027695,CS06,A375140,118.33,3/30/2018,4/3/2018,4,STRAY,TRANSFER,HEALTHY
ZEUS,DOG,GERM SHEPHERD,RED,Male,LARGE,5/18/2014,K18-027703,DQ110,A313663,3.87,3/30/2018,4/12/2018,13,QUARANTINE,EUTHANIZE,UNTREATABLE
*GINNY,DOG,MALTESE/MIX,BLACK/WHITE,Spayed,TOY,3/30/2012,K18-027700,DA01,A370521,6.00,3/30/2018,4/25/2018,26,STRAY,ADOPTION,HEALTHY
MOCHA,DOG,BELGIAN MALINOI,BROWN,Female,,9/2/2017,K18-027706,TRUCK,A367647,0.58,3/31/2018,3/31/2018,0,STRAY,RETURN TO OWNER,UNKNOWN
LUNA,DOG,LABRADOR RETR/DOBERMAN PINSCH,BLACK,Spayed,MED,3/7/2015,K18-027707,DS64,A347800,3.07,3/31/2018,4/7/2018,7,STRAY,RETURN TO OWNER,HEALTHY
